 Nascidos vivos - Rio Grande do Sul;
Nascim p/resid.mãe por Região de Saúde/Município;
Período:2016;
Região de Saúde/Município;Nascim_p/resid.mãe
43001 Região 01 - Verdes Campos;5329
.....  JULIO DE CASTILHOS;206
.....  NOVA PALMA;64
.....  SAO PEDRO DO SUL;162
.....  SAO MARTINHO DA SERRA;36
.....  DILERMANDO DE AGUIAR;27
.....  SANTA MARIA;3518
.....  PARAISO DO SUL;80
.....  SAO SEPE;218
.....  VILA NOVA DO SUL;20
.....  RESTINGA SECA;199
.....  ITAARA;52
.....  QUEVEDOS;14
.....  PINHAL GRANDE;47
.....  TUPANCIRETA;266
.....  TOROPI;18
.....  SILVEIRA MARTINS;27
.....  SAO JOAO DO POLESINE;23
.....  FAXINAL DO SOTURNO;63
.....  DONA FRANCISCA;38
.....  FORMIGUEIRO;73
.....  AGUDO;165
.....  IVORA;13
43002 Região 02 - Entre Rios;1309
.....  SANTIAGO;627
.....  MATA;37
.....  JARI;29
.....  CACEQUI;117
.....  NOVA ESPERANCA DO SUL;61
.....  UNISTALDA;21
.....  ITACURUBI;31
.....  SAO VICENTE DO SUL;99
.....  CAPAO DO CIPO;42
.....  JAGUARI;71
.....  SAO FRANCISCO DE ASSIS;174
43003 Região 03 - Fronteira Oeste;6121
.....  MACAMBARA;61
.....  ROSARIO DO SUL;449
.....  SANTA MARGARIDA DO SUL;23
.....  QUARAI;268
.....  ALEGRETE;858
.....  BARRA DO QUARAI;48
.....  ITAQUI;561
.....  SAO GABRIEL;832
.....  SANT'ANA DO LIVRAMENTO;1189
.....  MANOEL VIANA;52
.....  URUGUAIANA;1780
43004 Região 04 - Belas Praias;2309
.....  MAMPITUBA;34
.....  TRES FORQUILHAS;31
.....  MAQUINE;55
.....  DOM PEDRO DE ALCANTARA;21
.....  ARROIO DO SAL;113
.....  TRES CACHOEIRAS;127
.....  CAPAO DA CANOA;923
.....  TORRES;590
.....  XANGRI-LA;238
.....  ITATI;33
.....  MORRINHOS DO SUL;30
.....  TERRA DE AREIA;114
43005 Região 05 - Bons Ventos;2975
.....  CARAA;44
.....  CIDREIRA;176
.....  IMBE;276
.....  MOSTARDAS;137
.....  OSORIO;675
.....  TRAMANDAI;813
.....  SANTO ANTONIO DA PATRULHA;471
.....  BALNEARIO PINHAL;143
.....  PALMARES DO SUL;156
.....  CAPIVARI DO SUL;47
.....  TAVARES;37
43006 Região 06 - Vale do Paranhana e Costa Serra;2889
.....  PAROBE;762
.....  ROLANTE;244
.....  SAO FRANCISCO DE PAULA;294
.....  RIOZINHO;39
.....  CAMBARA DO SUL;64
.....  TRES COROAS;313
.....  IGREJINHA;487
.....  TAQUARA;686
43007 Região 07 - Vale dos Sinos;10395
.....  DOIS IRMAOS;405
.....  CAMPO BOM;851
.....  SAPIRANGA;1148
.....  SAO LEOPOLDO;2869
.....  LINDOLFO COLLOR;81
.....  SAO JOSE DO HORTENCIO;35
.....  MORRO REUTER;58
.....  NOVA HARTZ;267
.....  SANTA MARIA DO HERVAL;50
.....  ESTANCIA VELHA;651
.....  PRESIDENTE LUCENA;36
.....  PORTAO;400
.....  NOVO HAMBURGO;3164
.....  ARARICA;95
.....  IVOTI;285
43008 Região 08 - Vale do Caí e Metropolitana;10846
.....  MONTENEGRO;928
.....  TRIUNFO;350
.....  TUPANDI;65
.....  SAPUCAIA DO SUL;1910
.....  CANOAS;5205
.....  SAO PEDRO DA SERRA;42
.....  CAPELA DE SANTANA;121
.....  BROCHIER;41
.....  TABAI;56
.....  MARATA;23
.....  SAO SEBASTIAO DO CAI;341
.....  SALVADOR DO SUL;89
.....  HARMONIA;63
.....  PARECI NOVO;42
.....  SAO JOSE DO SUL;31
.....  ESTEIO;1086
.....  NOVA SANTA RITA;401
.....  BARAO;52
43009 Região 09 - Carbonífera/Costa Doce;5027
.....  CAMAQUA;821
.....  BUTIA;269
.....  ARAMBARE;42
.....  BARAO DO TRIUNFO;61
.....  MARIANA PIMENTEL;39
.....  TAPES;182
.....  SERTAO SANTANA;51
.....  GENERAL CAMARA;82
.....  GUAIBA;1364
.....  ARROIO DOS RATOS;175
.....  BARRA DO RIBEIRO;160
.....  SENTINELA DO SUL;51
.....  CHUVISCA;50
.....  MINAS DO LEAO;102
.....  CRISTAL;91
.....  SAO JERONIMO;264
.....  DOM FELICIANO;138
.....  CHARQUEADAS;379
.....  ELDORADO DO SUL;578
.....  CERRO GRANDE DO SUL;128
43010 Região 10 - Capital e Vale do Gravataí;30945
.....  GLORINHA;94
.....  PORTO ALEGRE;18635
.....  CACHOEIRINHA;1933
.....  VIAMAO;3363
.....  GRAVATAI;3590
.....  ALVORADA;3330
43011 Região 11 - Sete Povos das Missões;3389
.....  VITORIA DAS MISSOES;23
.....  UBIRETAMA;14
.....  ENTRE-IJUIS;100
.....  SANTO ANGELO;1030
.....  MATO QUEIMADO;22
.....  ROLADOR;17
.....  SAO LUIZ GONZAGA;483
.....  CAIBATE;46
.....  CERRO LARGO;141
.....  BOSSOROCA;61
.....  SAO BORJA;807
.....  GARRUCHOS;18
.....  SAO NICOLAU;57
.....  SAO MIGUEL DAS MISSOES;72
.....  SALVADOR DAS MISSOES;29
.....  SETE DE SETEMBRO;18
.....  SANTO ANTONIO DAS MISSOES;98
