 Nascidos vivos - Rio Grande do Sul;
Nascim p/resid.mãe por Região de Saúde/Município;
Período:2015;
Região de Saúde/Município;Nascim_p/resid.mãe
43001 Região 01 - Verdes Campos;5529
.....  JULIO DE CASTILHOS;248
.....  NOVA PALMA;61
.....  SAO PEDRO DO SUL;162
.....  SAO MARTINHO DA SERRA;29
.....  DILERMANDO DE AGUIAR;28
.....  SANTA MARIA;3666
.....  PARAISO DO SUL;71
.....  SAO SEPE;261
.....  VILA NOVA DO SUL;27
.....  RESTINGA SECA;144
.....  ITAARA;64
.....  QUEVEDOS;26
.....  PINHAL GRANDE;42
.....  TUPANCIRETA;299
.....  TOROPI;18
.....  SILVEIRA MARTINS;21
.....  SAO JOAO DO POLESINE;20
.....  FAXINAL DO SOTURNO;68
.....  DONA FRANCISCA;32
.....  FORMIGUEIRO;67
.....  AGUDO;161
.....  IVORA;14
43002 Região 02 - Entre Rios;1329
.....  SANTIAGO;560
.....  MATA;41
.....  JARI;39
.....  CACEQUI;136
.....  NOVA ESPERANCA DO SUL;58
.....  UNISTALDA;25
.....  ITACURUBI;31
.....  SAO VICENTE DO SUL;101
.....  CAPAO DO CIPO;37
.....  JAGUARI;105
.....  SAO FRANCISCO DE ASSIS;196
43003 Região 03 - Fronteira Oeste;6378
.....  MACAMBARA;35
.....  ROSARIO DO SUL;451
.....  SANTA MARGARIDA DO SUL;30
.....  QUARAI;266
.....  ALEGRETE;954
.....  BARRA DO QUARAI;34
.....  ITAQUI;574
.....  SAO GABRIEL;812
.....  SANT'ANA DO LIVRAMENTO;1193
.....  MANOEL VIANA;75
.....  URUGUAIANA;1954
43004 Região 04 - Belas Praias;2312
.....  MAMPITUBA;39
.....  TRES FORQUILHAS;35
.....  MAQUINE;72
.....  DOM PEDRO DE ALCANTARA;25
.....  ARROIO DO SAL;127
.....  TRES CACHOEIRAS;134
.....  CAPAO DA CANOA;927
.....  TORRES;572
.....  XANGRI-LA;215
.....  ITATI;21
.....  MORRINHOS DO SUL;20
.....  TERRA DE AREIA;125
43005 Região 05 - Bons Ventos;3010
.....  CARAA;47
.....  CIDREIRA;185
.....  IMBE;301
.....  MOSTARDAS;135
.....  OSORIO;639
.....  TRAMANDAI;831
.....  SANTO ANTONIO DA PATRULHA;500
.....  BALNEARIO PINHAL;146
.....  PALMARES DO SUL;122
.....  CAPIVARI DO SUL;55
.....  TAVARES;49
43006 Região 06 - Vale do Paranhana e Costa Serra;2974
.....  PAROBE;778
.....  ROLANTE;248
.....  SAO FRANCISCO DE PAULA;274
.....  RIOZINHO;46
.....  CAMBARA DO SUL;76
.....  TRES COROAS;328
.....  IGREJINHA;472
.....  TAQUARA;752
43007 Região 07 - Vale dos Sinos;11112
.....  DOIS IRMAOS;403
.....  CAMPO BOM;913
.....  SAPIRANGA;1213
.....  SAO LEOPOLDO;3109
.....  LINDOLFO COLLOR;83
.....  SAO JOSE DO HORTENCIO;43
.....  MORRO REUTER;59
.....  NOVA HARTZ;257
.....  SANTA MARIA DO HERVAL;52
.....  ESTANCIA VELHA;625
.....  PRESIDENTE LUCENA;24
.....  PORTAO;441
.....  NOVO HAMBURGO;3505
.....  ARARICA;93
.....  IVOTI;292
43008 Região 08 - Vale do Caí e Metropolitana;11491
.....  MONTENEGRO;975
.....  TRIUNFO;361
.....  TUPANDI;51
.....  SAPUCAIA DO SUL;2057
.....  CANOAS;5475
.....  SAO PEDRO DA SERRA;35
.....  CAPELA DE SANTANA;148
.....  BROCHIER;32
.....  TABAI;56
.....  MARATA;25
.....  SAO SEBASTIAO DO CAI;354
.....  SALVADOR DO SUL;87
.....  HARMONIA;43
.....  PARECI NOVO;48
.....  SAO JOSE DO SUL;22
.....  ESTEIO;1233
.....  NOVA SANTA RITA;426
.....  BARAO;63
43009 Região 09 - Carbonífera/Costa Doce;5286
.....  CAMAQUA;928
.....  BUTIA;274
.....  ARAMBARE;45
.....  BARAO DO TRIUNFO;50
.....  MARIANA PIMENTEL;39
.....  TAPES;182
.....  SERTAO SANTANA;56
.....  GENERAL CAMARA;97
.....  GUAIBA;1411
.....  ARROIO DOS RATOS;183
.....  BARRA DO RIBEIRO;162
.....  SENTINELA DO SUL;52
.....  CHUVISCA;54
.....  MINAS DO LEAO;112
.....  CRISTAL;113
.....  SAO JERONIMO;302
.....  DOM FELICIANO;172
.....  CHARQUEADAS;392
.....  ELDORADO DO SUL;558
.....  CERRO GRANDE DO SUL;104
43010 Região 10 - Capital e Vale do Gravataí;32550
.....  GLORINHA;88
.....  PORTO ALEGRE;19724
.....  CACHOEIRINHA;2010
.....  VIAMAO;3489
.....  GRAVATAI;3734
.....  ALVORADA;3505
43011 Região 11 - Sete Povos das Missões;3428
.....  VITORIA DAS MISSOES;39
.....  UBIRETAMA;20
.....  ENTRE-IJUIS;120
.....  SANTO ANGELO;973
.....  MATO QUEIMADO;23
.....  ROLADOR;18
.....  SAO LUIZ GONZAGA;493
.....  CAIBATE;46
.....  CERRO LARGO;140
.....  BOSSOROCA;57
.....  SAO BORJA;806
.....  GARRUCHOS;24
.....  SAO NICOLAU;56
.....  SAO MIGUEL DAS MISSOES;106
.....  SALVADOR DAS MISSOES;27
.....  SETE DE SETEMBRO;21
.....  SANTO ANTONIO DAS MISSOES;97
