 Nascidos vivos - Rio Grande do Sul;
Nascim p/resid.mãe por Região de Saúde/Município;
Período:2020;
Região de Saúde/Município;Nascim_p/resid.mãe
43001 Região 01 - Verdes Campos;5002
.....  JULIO DE CASTILHOS;211
.....  NOVA PALMA;67
.....  SAO PEDRO DO SUL;174
.....  SAO MARTINHO DA SERRA;21
.....  DILERMANDO DE AGUIAR;26
.....  SANTA MARIA;3283
.....  PARAISO DO SUL;65
.....  SAO SEPE;242
.....  VILA NOVA DO SUL;26
.....  RESTINGA SECA;150
.....  ITAARA;55
.....  QUEVEDOS;17
.....  PINHAL GRANDE;21
.....  TUPANCIRETA;229
.....  TOROPI;25
.....  SILVEIRA MARTINS;21
.....  SAO JOAO DO POLESINE;22
.....  FAXINAL DO SOTURNO;62
.....  DONA FRANCISCA;27
.....  FORMIGUEIRO;74
.....  AGUDO;176
.....  IVORA;8
43002 Região 02 - Entre Rios;1124
.....  SANTIAGO;519
.....  MATA;31
.....  JARI;38
.....  CACEQUI;114
.....  NOVA ESPERANCA DO SUL;52
.....  UNISTALDA;16
.....  ITACURUBI;18
.....  SAO VICENTE DO SUL;78
.....  CAPAO DO CIPO;32
.....  JAGUARI;85
.....  SAO FRANCISCO DE ASSIS;141
43003 Região 03 - Fronteira Oeste;5578
.....  MACAMBARA;61
.....  ROSARIO DO SUL;430
.....  SANTA MARGARIDA DO SUL;37
.....  QUARAI;294
.....  ALEGRETE;786
.....  BARRA DO QUARAI;35
.....  ITAQUI;486
.....  SAO GABRIEL;730
.....  SANT'ANA DO LIVRAMENTO;1046
.....  MANOEL VIANA;72
.....  URUGUAIANA;1601
43004 Região 04 - Belas Praias;2366
.....  MAMPITUBA;47
.....  TRES FORQUILHAS;34
.....  MAQUINE;86
.....  DOM PEDRO DE ALCANTARA;27
.....  ARROIO DO SAL;133
.....  TRES CACHOEIRAS;122
.....  CAPAO DA CANOA;922
.....  TORRES;562
.....  XANGRI-LA;235
.....  ITATI;31
.....  MORRINHOS DO SUL;37
.....  TERRA DE AREIA;130
43005 Região 05 - Bons Ventos;2974
.....  CARAA;57
.....  CIDREIRA;203
.....  IMBE;319
.....  MOSTARDAS;159
.....  OSORIO;628
.....  TRAMANDAI;754
.....  SANTO ANTONIO DA PATRULHA;452
.....  BALNEARIO PINHAL;161
.....  PALMARES DO SUL;139
.....  CAPIVARI DO SUL;46
.....  TAVARES;56
43006 Região 06 - Vale do Paranhana e Costa Serra;2793
.....  PAROBE;756
.....  ROLANTE;271
.....  SAO FRANCISCO DE PAULA;241
.....  RIOZINHO;48
.....  CAMBARA DO SUL;69
.....  TRES COROAS;279
.....  IGREJINHA;541
.....  TAQUARA;588
43007 Região 07 - Vale dos Sinos;9752
.....  DOIS IRMAOS;404
.....  CAMPO BOM;828
.....  SAPIRANGA;1144
.....  SAO LEOPOLDO;2770
.....  LINDOLFO COLLOR;77
.....  SAO JOSE DO HORTENCIO;24
.....  MORRO REUTER;64
.....  NOVA HARTZ;228
.....  SANTA MARIA DO HERVAL;48
.....  ESTANCIA VELHA;521
.....  PRESIDENTE LUCENA;37
.....  PORTAO;371
.....  NOVO HAMBURGO;2924
.....  ARARICA;82
.....  IVOTI;230
43008 Região 08 - Vale do Caí e Metropolitana;9505
.....  MONTENEGRO;828
.....  TRIUNFO;298
.....  TUPANDI;60
.....  SAPUCAIA DO SUL;1629
.....  CANOAS;4456
.....  SAO PEDRO DA SERRA;41
.....  CAPELA DE SANTANA;143
.....  BROCHIER;38
.....  TABAI;63
.....  MARATA;30
.....  SAO SEBASTIAO DO CAI;292
.....  SALVADOR DO SUL;75
.....  HARMONIA;50
.....  PARECI NOVO;52
.....  SAO JOSE DO SUL;16
.....  ESTEIO;1014
.....  NOVA SANTA RITA;379
.....  BARAO;41
43009 Região 09 - Carbonífera/Costa Doce;4458
.....  CAMAQUA;826
.....  BUTIA;201
.....  ARAMBARE;36
.....  BARAO DO TRIUNFO;54
.....  MARIANA PIMENTEL;47
.....  TAPES;166
.....  SERTAO SANTANA;54
.....  GENERAL CAMARA;80
.....  GUAIBA;1069
.....  ARROIO DOS RATOS;184
.....  BARRA DO RIBEIRO;127
.....  SENTINELA DO SUL;49
.....  CHUVISCA;54
.....  MINAS DO LEAO;84
.....  CRISTAL;79
.....  SAO JERONIMO;261
.....  DOM FELICIANO;133
.....  CHARQUEADAS;301
.....  ELDORADO DO SUL;551
.....  CERRO GRANDE DO SUL;102
43010 Região 10 - Capital e Vale do Gravataí;25761
.....  GLORINHA;76
.....  PORTO ALEGRE;15687
.....  CACHOEIRINHA;1764
.....  VIAMAO;2573
.....  GRAVATAI;3082
.....  ALVORADA;2579
43011 Região 11 - Sete Povos das Missões;3330
.....  VITORIA DAS MISSOES;27
.....  UBIRETAMA;13
.....  ENTRE-IJUIS;120
.....  SANTO ANGELO;1024
.....  MATO QUEIMADO;21
.....  ROLADOR;26
.....  SAO LUIZ GONZAGA;492
.....  CAIBATE;38
.....  CERRO LARGO;136
.....  BOSSOROCA;62
.....  SAO BORJA;726
.....  GARRUCHOS;16
.....  SAO NICOLAU;56
.....  SAO MIGUEL DAS MISSOES;82
.....  SALVADOR DAS MISSOES;28
.....  SETE DE SETEMBRO;12
.....  SANTO ANTONIO DAS MISSOES;108
