 Nascidos vivos - Rio Grande do Sul;
Nascim p/resid.mãe por Região de Saúde/Município;
Período:2018;
Região de Saúde/Município;Nascim_p/resid.mãe
43001 Região 01 - Verdes Campos;5412
.....  JULIO DE CASTILHOS;232
.....  NOVA PALMA;43
.....  SAO PEDRO DO SUL;143
.....  SAO MARTINHO DA SERRA;18
.....  DILERMANDO DE AGUIAR;25
.....  SANTA MARIA;3635
.....  PARAISO DO SUL;68
.....  SAO SEPE;255
.....  VILA NOVA DO SUL;21
.....  RESTINGA SECA;167
.....  ITAARA;60
.....  QUEVEDOS;12
.....  PINHAL GRANDE;33
.....  TUPANCIRETA;281
.....  TOROPI;18
.....  SILVEIRA MARTINS;25
.....  SAO JOAO DO POLESINE;27
.....  FAXINAL DO SOTURNO;63
.....  DONA FRANCISCA;37
.....  FORMIGUEIRO;63
.....  AGUDO;175
.....  IVORA;11
43002 Região 02 - Entre Rios;1212
.....  SANTIAGO;592
.....  MATA;50
.....  JARI;29
.....  CACEQUI;95
.....  NOVA ESPERANCA DO SUL;50
.....  UNISTALDA;27
.....  ITACURUBI;29
.....  SAO VICENTE DO SUL;73
.....  CAPAO DO CIPO;37
.....  JAGUARI;79
.....  SAO FRANCISCO DE ASSIS;151
43003 Região 03 - Fronteira Oeste;6093
.....  MACAMBARA;48
.....  ROSARIO DO SUL;497
.....  SANTA MARGARIDA DO SUL;17
.....  QUARAI;273
.....  ALEGRETE;934
.....  BARRA DO QUARAI;53
.....  ITAQUI;563
.....  SAO GABRIEL;795
.....  SANT'ANA DO LIVRAMENTO;1124
.....  MANOEL VIANA;72
.....  URUGUAIANA;1717
43004 Região 04 - Belas Praias;2458
.....  MAMPITUBA;41
.....  TRES FORQUILHAS;30
.....  MAQUINE;93
.....  DOM PEDRO DE ALCANTARA;26
.....  ARROIO DO SAL;131
.....  TRES CACHOEIRAS;136
.....  CAPAO DA CANOA;931
.....  TORRES;609
.....  XANGRI-LA;258
.....  ITATI;33
.....  MORRINHOS DO SUL;35
.....  TERRA DE AREIA;135
43005 Região 05 - Bons Ventos;3015
.....  CARAA;52
.....  CIDREIRA;195
.....  IMBE;325
.....  MOSTARDAS;108
.....  OSORIO;672
.....  TRAMANDAI;806
.....  SANTO ANTONIO DA PATRULHA;476
.....  BALNEARIO PINHAL;149
.....  PALMARES DO SUL;130
.....  CAPIVARI DO SUL;56
.....  TAVARES;46
43006 Região 06 - Vale do Paranhana e Costa Serra;2916
.....  PAROBE;812
.....  ROLANTE;272
.....  SAO FRANCISCO DE PAULA;249
.....  RIOZINHO;44
.....  CAMBARA DO SUL;71
.....  TRES COROAS;302
.....  IGREJINHA;473
.....  TAQUARA;693
43007 Região 07 - Vale dos Sinos;10441
.....  DOIS IRMAOS;404
.....  CAMPO BOM;879
.....  SAPIRANGA;1198
.....  SAO LEOPOLDO;2890
.....  LINDOLFO COLLOR;80
.....  SAO JOSE DO HORTENCIO;40
.....  MORRO REUTER;75
.....  NOVA HARTZ;231
.....  SANTA MARIA DO HERVAL;60
.....  ESTANCIA VELHA;634
.....  PRESIDENTE LUCENA;40
.....  PORTAO;416
.....  NOVO HAMBURGO;3141
.....  ARARICA;100
.....  IVOTI;253
43008 Região 08 - Vale do Caí e Metropolitana;10445
.....  MONTENEGRO;910
.....  TRIUNFO;357
.....  TUPANDI;58
.....  SAPUCAIA DO SUL;1749
.....  CANOAS;4919
.....  SAO PEDRO DA SERRA;42
.....  CAPELA DE SANTANA;143
.....  BROCHIER;42
.....  TABAI;61
.....  MARATA;26
.....  SAO SEBASTIAO DO CAI;328
.....  SALVADOR DO SUL;97
.....  HARMONIA;50
.....  PARECI NOVO;46
.....  SAO JOSE DO SUL;29
.....  ESTEIO;1129
.....  NOVA SANTA RITA;386
.....  BARAO;73
43009 Região 09 - Carbonífera/Costa Doce;4882
.....  CAMAQUA;857
.....  BUTIA;265
.....  ARAMBARE;42
.....  BARAO DO TRIUNFO;59
.....  MARIANA PIMENTEL;50
.....  TAPES;153
.....  SERTAO SANTANA;62
.....  GENERAL CAMARA;74
.....  GUAIBA;1243
.....  ARROIO DOS RATOS;164
.....  BARRA DO RIBEIRO;152
.....  SENTINELA DO SUL;65
.....  CHUVISCA;51
.....  MINAS DO LEAO;105
.....  CRISTAL;98
.....  SAO JERONIMO;257
.....  DOM FELICIANO;149
.....  CHARQUEADAS;362
.....  ELDORADO DO SUL;544
.....  CERRO GRANDE DO SUL;130
43010 Região 10 - Capital e Vale do Gravataí;28887
.....  GLORINHA;82
.....  PORTO ALEGRE;17579
.....  CACHOEIRINHA;1778
.....  VIAMAO;3038
.....  GRAVATAI;3415
.....  ALVORADA;2995
43011 Região 11 - Sete Povos das Missões;3359
.....  VITORIA DAS MISSOES;30
.....  UBIRETAMA;12
.....  ENTRE-IJUIS;127
.....  SANTO ANGELO;1036
.....  MATO QUEIMADO;17
.....  ROLADOR;22
.....  SAO LUIZ GONZAGA;437
.....  CAIBATE;46
.....  CERRO LARGO;166
.....  BOSSOROCA;63
.....  SAO BORJA;763
.....  GARRUCHOS;24
.....  SAO NICOLAU;46
.....  SAO MIGUEL DAS MISSOES;72
.....  SALVADOR DAS MISSOES;25
.....  SETE DE SETEMBRO;17
.....  SANTO ANTONIO DAS MISSOES;122
